village_id,village,district,block,state,is_core_sample,latitude,longitude,distance_to_border_km,village_source,district_verified,ndbi_before,ndbi_after,ndbi_before_image_count,ndbi_after_image_count,lights_before,lights_after,lights_before_image_count,lights_after_image_count
32,Tololiang,Anjaw,Unknown,Arunachal Pradesh,True,28.1256641,96.547808,31.674637251537064,control (non-VVP),True,-0.22179721248127368,-0.26582353914856005,24,29,0.1534988953018557,0.20482891617100232,4,4
33,Chamemla,Anjaw,Unknown,Arunachal Pradesh,True,28.1286743,96.5620271,31.85281522562808,control (non-VVP),True,-0.22843417279970676,-0.28716176245675223,24,29,0.3944363866134414,0.1909179718765829,4,4
34,Bulimina,Anjaw,Unknown,Arunachal Pradesh,True,28.1406221,96.6583188,31.954247870225128,control (non-VVP),True,-0.2120685767412292,-0.26535621457627745,24,29,0.4152413043041957,0.22417789165821136,4,4
35,Hoiliang 266714,Anjaw,Unknown,Arunachal Pradesh,True,28.0981287,96.4478867,32.0053640309043,control (non-VVP),True,-0.20147115902820392,-0.2322766400342302,24,29,0.37095896909612236,0.1927854762868976,4,4
36,Tuboka,Anjaw,Unknown,Arunachal Pradesh,True,28.1222299,96.5542939,32.24772241518634,control (non-VVP),True,-0.2258415276288899,-0.2798426068016549,24,29,0.2512984499087761,0.20935492948572235,4,4
37,Tikromna,Anjaw,Unknown,Arunachal Pradesh,True,28.1182382,96.5447809,32.358005180805385,control (non-VVP),True,-0.20203059194277934,-0.20804894105235794,24,29,0.15034482811263725,0.21970521913089266,4,4
38,Adomla,Anjaw,Unknown,Arunachal Pradesh,True,28.1135364,96.5375112,32.63931418458326,control (non-VVP),True,-0.20837883179125768,-0.1849440958785929,24,29,0.14727069276657948,0.23098993034704152,4,4
39,Tafraliang,Anjaw,Unknown,Arunachal Pradesh,True,28.0886403,96.4529695,33.153023601738646,control (non-VVP),True,-0.22537665332709358,-0.23610324033092348,24,29,0.2900859261233104,0.24212860248305582,4,4
40,Paluliang,Anjaw,Unknown,Arunachal Pradesh,True,28.1167741,96.5706359,33.39289000170816,control (non-VVP),True,-0.23671484161467057,-0.2609716311681675,24,29,0.24391195882660474,0.18679125233247035,4,4
41,Tikromla,Anjaw,Unknown,Arunachal Pradesh,True,28.0971168,96.5348369,34.31385251032624,control (non-VVP),True,-0.24980712057270857,-0.24290853767557188,24,29,0.2914657071562467,0.2006139431841078,4,4
42,Champhai,Anjaw,Unknown,Arunachal Pradesh,True,28.1085212,96.57408,34.3674923444699,control (non-VVP),True,-0.2406172373540514,-0.24981691461761038,24,29,0.15115039436905475,0.19573512440913188,4,4
43,Chirang 266667,Anjaw,Unknown,Arunachal Pradesh,True,28.0684239,96.4069505,34.51581155631747,control (non-VVP),True,-0.17181173553775161,-0.23775119257051155,24,29,0.21752489236208195,0.2805199094644163,4,4
44,Barafu,Anjaw,Unknown,Arunachal Pradesh,True,28.1017011,96.558488,34.52797727422521,control (non-VVP),True,-0.23695285580238135,-0.25615627011534564,24,29,0.2426141465792146,0.18232182381811543,4,4
45,Langum,Anjaw,Unknown,Arunachal Pradesh,True,28.1218659,96.6112899,34.76622900601115,control (non-VVP),True,-0.21131404357303873,-0.2355777882017416,24,29,0.3248945632732404,0.19566869811794732,4,4
46,Khupa Village 266673,Anjaw,Unknown,Arunachal Pradesh,True,28.0771387,96.4736667,34.92083910596573,control (non-VVP),True,-0.2506459293372629,-0.2366387592777389,24,29,0.4317136387411073,0.22607102877593765,4,4
47,Hayugam,Anjaw,Unknown,Arunachal Pradesh,True,28.0893566,96.5438268,35.3843601683056,control (non-VVP),True,-0.25033120729903136,-0.27918841461707194,24,29,0.38281494093313395,0.21920568465256235,4,4
48,Kalamdia,Anjaw,Unknown,Arunachal Pradesh,True,28.0994655,96.5765815,35.38966199183561,control (non-VVP),True,-0.23156442918402637,-0.26029557466775033,24,29,0.17424360487829724,0.1662708558432252,4,4
49,Khugam,Anjaw,Unknown,Arunachal Pradesh,True,28.0970181,96.5765587,35.64039244454056,control (non-VVP),True,-0.220748686241397,-0.24608433414576056,24,29,0.16755260353864626,0.12995016852090527,4,4
